,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
106,2step (feat. Chefin),2step (The Remixes),2021-10-29,10,2t0iRmBWsSwPIv7OY8ypiZ,spotify:track:2t0iRmBWsSwPIv7OY8ypiZ,0.209,0.731,0.642,0.0,0.242,-5.106,0.0695,94.961,0.504,38,164560
107,2step (feat. reezy),2step (The Remixes),2021-10-29,11,6Md7OetCK5pP3HzcX0ermc,spotify:track:6Md7OetCK5pP3HzcX0ermc,0.179,0.734,0.68,0.0,0.169,-5.096,0.058,95.06,0.499,32,153334
108,2step (feat. Quevedo),2step (The Remixes),2021-10-29,12,0YbUKWAVjJvfOvRpnvNEOz,spotify:track:0YbUKWAVjJvfOvRpnvNEOz,0.171,0.72,0.709,0.0,0.141,-5.308,0.0827,94.99,0.537,41,153254
109,2step (feat. Denise Chaila),2step (The Remixes),2021-10-29,13,5nlCMeGjtjeHkUqI43dV93,spotify:track:5nlCMeGjtjeHkUqI43dV93,0.21,0.728,0.69,0.0,0.113,-4.788,0.084,94.986,0.492,30,153227
110,2step (feat. Armaan Malik),2step (The Remixes),2021-10-29,14,3Gxo1itE2q8dTrhX7atqCE,spotify:track:3Gxo1itE2q8dTrhX7atqCE,0.18,0.747,0.667,0.0,0.146,-5.181,0.0566,95.0,0.508,39,153124
111,Beautiful People (feat. Khalid),No.6 Collaborations Project,2019-07-12,1,70eFcWOvlMObDhURTqT4Fv,spotify:track:70eFcWOvlMObDhURTqT4Fv,0.124,0.64,0.647,0.0,0.0801,-8.114,0.186,92.979,0.546,76,197866
112,South of the Border (feat. Camila Cabello & Cardi B),No.6 Collaborations Project,2019-07-12,2,4vUmTMuQqjdnvlZmAH61Qk,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,0.148,0.857,0.621,0.0,0.0865,-6.376,0.0825,97.989,0.668,77,204466
113,Cross Me (feat. Chance the Rapper & PnB Rock),No.6 Collaborations Project,2019-07-12,3,4wuCQX7JvAZLlrcmH4AeZF,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,0.212,0.746,0.787,0.0,0.0669,-6.373,0.12,95.005,0.607,62,206186
114,Take Me Back to London (feat. Stormzy),No.6 Collaborations Project,2019-07-12,4,1AI7UPw3fgwAFkvAlZWhE0,spotify:track:1AI7UPw3fgwAFkvAlZWhE0,0.219,0.885,0.762,0.0,0.162,-5.513,0.216,138.058,0.605,66,189733
115,Best Part of Me (feat. YEBBA),No.6 Collaborations Project,2019-07-12,5,0VsGaRXR5WAzpu51unJTis,spotify:track:0VsGaRXR5WAzpu51unJTis,0.758,0.565,0.243,8.82e-06,0.285,-8.367,0.0317,81.655,0.239,64,243266
116,I Don't Care (with Justin Bieber),No.6 Collaborations Project,2019-07-12,6,0hVXuCcriWRGvwMV1r5Yn9,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,0.0902,0.798,0.676,0.0,0.0894,-5.041,0.0442,101.956,0.843,72,219946
117,Antisocial (with Travis Scott),No.6 Collaborations Project,2019-07-12,7,1DhRbox3xkceP64k3JeYfW,spotify:track:1DhRbox3xkceP64k3JeYfW,0.132,0.716,0.823,0.0,0.361,-5.313,0.0495,151.957,0.91,65,161746
118,Remember The Name (feat. Eminem & 50 Cent),No.6 Collaborations Project,2019-07-12,8,0AtP8EkGPn6SwxKDaUuXec,spotify:track:0AtP8EkGPn6SwxKDaUuXec,0.135,0.852,0.666,0.0,0.798,-6.923,0.184,91.046,0.726,69,207760
119,Feels (feat. Young Thug & J Hus),No.6 Collaborations Project,2019-07-12,9,1Bdptrvb7nQkq8kCw3siE9,spotify:track:1Bdptrvb7nQkq8kCw3siE9,0.112,0.665,0.68,0.0,0.096,-4.898,0.291,91.667,0.69,52,150786
120,Put It All on Me (feat. Ella Mai),No.6 Collaborations Project,2019-07-12,10,5T03itPFOPGGkvVPvPiyla,spotify:track:5T03itPFOPGGkvVPvPiyla,0.256,0.627,0.594,0.0,0.373,-8.306,0.0479,101.007,0.388,64,197093
